no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
362,"Sudah tau belum program dari BRIN ada namanya Magang Merdeka, setara kaya MBKM, tapi semuanya bisa daftar kok",Positif,sudah tau belum program dari brin ada namanya magang merdeka setara kaya mbkm tapi semuanya bisa daftar kok,"['sudah', 'tau', 'belum', 'program', 'dari', 'brin', 'ada', 'namanya', 'magang', 'merdeka', 'setara', 'kaya', 'mbkm', 'tapi', 'semuanya', 'bisa', 'daftar', 'kok']",<FreqDist with 18 samples and 18 outcomes>,"['sudah', 'belum', 'program', 'dari', 'brin', 'ada', 'namanya', 'magang', 'merdeka', 'setara', 'kaya', 'mbkm', 'tapi', 'semuanya', 'bisa', 'daftar', 'kok']","['sudah', 'belum', 'program', 'dari', 'brin', 'ada', 'namanya', 'magang', 'merdeka', 'setara', 'kaya', 'mbkm', 'tapi', 'semuanya', 'bisa', 'daftar', 'kok']","['sudah', 'belum', 'program', 'dari', 'brin', 'ada', 'nama', 'magang', 'merdeka', 'tara', 'kaya', 'mbkm', 'tapi', 'semua', 'bisa', 'daftar', 'kok']"
363,ikut MBKM Kemendikbud,Positif,ikut mbkm kemendikbud,"['ikut', 'mbkm', 'kemendikbud']",<FreqDist with 3 samples and 3 outcomes>,"['ikut', 'mbkm', 'kemendikbud']","['ikut', 'mbkm', 'kemendikbud']","['ikut', 'mbkm', 'kemendikbud']"
364,bingung mau pilih matkul mbkm apa gaada yang relate sm jurusan,Negatif,bingung mau pilih matkul mbkm apa gaada yang relate sm jurusan,"['bingung', 'mau', 'pilih', 'matkul', 'mbkm', 'apa', 'gaada', 'yang', 'relate', 'sm', 'jurusan']",<FreqDist with 11 samples and 11 outcomes>,"['bingung', 'mau', 'pilih', 'matkul', 'mbkm', 'apa', 'gaada', 'relate', 'sm', 'jurusan']","['bingung', 'mau', 'pilih', 'matkul', 'mbkm', 'apa', 'gaada', 'relate', 'sm', 'jurusan']","['bingung', 'mau', 'pilih', 'matkul', 'mbkm', 'apa', 'gaada', 'relate', 'sm', 'jurus']"
365,"ok, hasilnya menangis, semester depan ikut MBKM aja udah biar nilai aman :D ",Negatif,ok hasilnya menangis semester depan ikut mbkm aja udah biar nilai aman ,"['ok', 'hasilnya', 'menangis', 'semester', 'depan', 'ikut', 'mbkm', 'aja', 'udah', 'biar', 'nilai', 'aman']",<FreqDist with 12 samples and 12 outcomes>,"['ok', 'hasilnya', 'menangis', 'semester', 'depan', 'ikut', 'mbkm', 'udah', 'nilai', 'aman']","['ok', 'hasilnya', 'menangis', 'semester', 'depan', 'ikut', 'mbkm', 'udah', 'nilai', 'aman']","['ok', 'hasil', 'menang', 'semester', 'depan', 'ikut', 'mbkm', 'udah', 'nilai', 'aman']"
366,"Mungkin itu aja ya cerita mbkm yang mempusingkan, ini engga tau cuman kampus gw doang apa yang lain juga sama ",Negatif,mungkin itu aja ya cerita mbkm yang mempusingkan ini engga tau cuman kampus gw doang apa yang lain juga sama,"['mungkin', 'itu', 'aja', 'ya', 'cerita', 'mbkm', 'yang', 'mempusingkan', 'ini', 'engga', 'tau', 'cuman', 'kampus', 'gw', 'doang', 'apa', 'yang', 'lain', 'juga', 'sama']",<FreqDist with 19 samples and 20 outcomes>,"['mungkin', 'itu', 'cerita', 'mbkm', 'mempusingkan', 'engga', 'cuman', 'kampus', 'gw', 'doang', 'apa', 'lain', 'juga']","['mungkin', 'itu', 'cerita', 'mbkm', 'mempusingkan', 'engga', 'cuman', 'kampus', 'gw', 'doang', 'apa', 'lain', 'juga']","['mungkin', 'itu', 'cerita', 'mbkm', 'pusing', 'engga', 'cuman', 'kampus', 'gw', 'doang', 'apa', 'lain', 'juga']"
367,"Dan prodi bilang gini "" kalau untuk nilai saya serahkan ke dosennya aja mau ngasih nilai berapa engga perlu berpatokan mbkm",Positif,dan prodi bilang gini kalau untuk nilai saya serahkan ke dosennya aja mau ngasih nilai berapa engga perlu berpatokan mbkm,"['dan', 'prodi', 'bilang', 'gini', 'kalau', 'untuk', 'nilai', 'saya', 'serahkan', 'ke', 'dosennya', 'aja', 'mau', 'ngasih', 'nilai', 'berapa', 'engga', 'perlu', 'berpatokan', 'mbkm']",<FreqDist with 19 samples and 20 outcomes>,"['dan', 'prodi', 'gini', 'kalau', 'untuk', 'nilai', 'saya', 'serahkan', 'ke', 'dosennya', 'mau', 'ngasih', 'nilai', 'berapa', 'engga', 'perlu', 'berpatokan', 'mbkm']","['dan', 'prodi', 'gini', 'kalau', 'untuk', 'nilai', 'saya', 'serahkan', 'ke', 'dosennya', 'mau', 'ngasih', 'nilai', 'berapa', 'engga', 'perlu', 'berpatokan', 'mbkm']","['dan', 'prodi', 'gin', 'kalau', 'untuk', 'nilai', 'saya', 'serah', 'ke', 'dosen', 'mau', 'ngasih', 'nilai', 'berapa', 'engga', 'perlu', 'patok', 'mbkm']"
368,"Soalnya udah lolos tapi dari kampus tidak merestui, tapi ya di program mbkm nya sendiri tuh minimal semester 3 ",Positif,soalnya udah lolos tapi dari kampus tidak merestui tapi ya di program mbkm nya sendiri tuh minimal semester,"['soalnya', 'udah', 'lolos', 'tapi', 'dari', 'kampus', 'tidak', 'merestui', 'tapi', 'ya', 'di', 'program', 'mbkm', 'nya', 'sendiri', 'tuh', 'minimal', 'semester']",<FreqDist with 17 samples and 18 outcomes>,"['soalnya', 'udah', 'lolos', 'tapi', 'dari', 'kampus', 'tidak', 'merestui', 'tapi', 'di', 'program', 'mbkm', 'sendiri', 'minimal', 'semester']","['soalnya', 'udah', 'lolos', 'tapi', 'dari', 'kampus', 'tidak', 'merestui', 'tapi', 'di', 'program', 'mbkm', 'sendiri', 'minimal', 'semester']","['soal', 'udah', 'lolos', 'tapi', 'dari', 'kampus', 'tidak', 'restu', 'tapi', 'di', 'program', 'mbkm', 'sendiri', 'minimal', 'semester']"
369,"setelah itu stres karna semester akhir, mikir KPL, MBKM, skripsi, dan sebagainya, yang mana kalo aku lagi stres",Negatif,setelah itu stres karna semester akhir mikir kpl mbkm skripsi dan sebagainya yang mana kalo aku lagi stres,"['setelah', 'itu', 'stres', 'karna', 'semester', 'akhir', 'mikir', 'kpl', 'mbkm', 'skripsi', 'dan', 'sebagainya', 'yang', 'mana', 'kalo', 'aku', 'lagi', 'stres']",<FreqDist with 17 samples and 18 outcomes>,"['setelah', 'itu', 'stres', 'karna', 'semester', 'akhir', 'mikir', 'kpl', 'mbkm', 'skripsi', 'dan', 'sebagainya', 'mana', 'kalo', 'aku', 'lagi', 'stres']","['setelah', 'itu', 'stres', 'karna', 'semester', 'akhir', 'mikir', 'kpl', 'mbkm', 'skripsi', 'dan', 'sebagainya', 'mana', 'kalo', 'aku', 'lagi', 'stres']","['telah', 'itu', 'stres', 'karna', 'semester', 'akhir', 'mikir', 'kpl', 'mbkm', 'skripsi', 'dan', 'bagai', 'mana', 'kalo', 'aku', 'lagi', 'stres']"
370,langsung chat dosen asli udah jangan mau nunggu2 gitu wkwk aku kemarin suruh nunggu pun tetep bingung,Negatif,langsung chat dosen asli udah jangan mau nunggu gitu wkwk aku kemarin suruh nunggu pun tetep bingung,"['langsung', 'chat', 'dosen', 'asli', 'udah', 'jangan', 'mau', 'nunggu', 'gitu', 'wkwk', 'aku', 'kemarin', 'suruh', 'nunggu', 'pun', 'tetep', 'bingung']",<FreqDist with 16 samples and 17 outcomes>,"['langsung', 'chat', 'dosen', 'asli', 'udah', 'jangan', 'mau', 'nunggu', 'aku', 'kemarin', 'suruh', 'nunggu', 'pun', 'tetep', 'bingung']","['langsung', 'chat', 'dosen', 'asli', 'udah', 'jangan', 'mau', 'nunggu', 'aku', 'kemarin', 'suruh', 'nunggu', 'pun', 'tetep', 'bingung']","['langsung', 'chat', 'dosen', 'asli', 'udah', 'jangan', 'mau', 'nunggu', 'aku', 'kemarin', 'suruh', 'nunggu', 'pun', 'tetep', 'bingung']"
371,Mari bagi yang ingin mempelajari material carbon dapat bergabung melalui skema MBKM ataupun skema KP TA.,Positif,mari bagi yang ingin mempelajari material carbon dapat bergabung melalui skema mbkm ataupun skema kp ta,"['mari', 'bagi', 'yang', 'ingin', 'mempelajari', 'material', 'carbon', 'dapat', 'bergabung', 'melalui', 'skema', 'mbkm', 'ataupun', 'skema', 'kp', 'ta']",<FreqDist with 15 samples and 16 outcomes>,"['mari', 'bagi', 'ingin', 'mempelajari', 'material', 'carbon', 'dapat', 'bergabung', 'melalui', 'skema', 'mbkm', 'ataupun', 'skema', 'kp', 'ta']","['mari', 'bagi', 'ingin', 'mempelajari', 'material', 'carbon', 'dapat', 'bergabung', 'melalui', 'skema', 'mbkm', 'ataupun', 'skema', 'kp', 'ta']","['mari', 'bagi', 'ingin', 'ajar', 'material', 'carbon', 'dapat', 'gabung', 'lalu', 'skema', 'mbkm', 'atau', 'skema', 'kp', 'ta']"
372,terus kalo keterima mbkm tinggal sempronya,Positif,terus kalo keterima mbkm tinggal sempronya,"['terus', 'kalo', 'keterima', 'mbkm', 'tinggal', 'sempronya']",<FreqDist with 6 samples and 6 outcomes>,"['terus', 'kalo', 'keterima', 'mbkm', 'tinggal', 'sempronya']","['terus', 'kalo', 'keterima', 'mbkm', 'tinggal', 'sempronya']","['terus', 'kalo', 'terima', 'mbkm', 'tinggal', 'sempronya']"
373,"ada mbkm, tapi aku gangerti sistemnya",Negatif,ada mbkm tapi aku gangerti sistemnya,"['ada', 'mbkm', 'tapi', 'aku', 'gangerti', 'sistemnya']",<FreqDist with 6 samples and 6 outcomes>,"['ada', 'mbkm', 'tapi', 'aku', 'gangerti', 'sistemnya']","['ada', 'mbkm', 'tapi', 'aku', 'gangerti', 'sistemnya']","['ada', 'mbkm', 'tapi', 'aku', 'gangerti', 'sistem']"
374,Ternyata ga cuma di kampus gw yg bisa konversi mbkm ke skripsi. bisa dibilang rezeki deh engga penelitian engga sidang:' ,Positif,ternyata ga cuma di kampus gw yg bisa konversi mbkm ke skripsi bisa dibilang rezeki deh engga penelitian engga sidang,"['ternyata', 'ga', 'cuma', 'di', 'kampus', 'gw', 'yg', 'bisa', 'konversi', 'mbkm', 'ke', 'skripsi', 'bisa', 'dibilang', 'rezeki', 'deh', 'engga', 'penelitian', 'engga', 'sidang']",<FreqDist with 18 samples and 20 outcomes>,"['ternyata', 'cuma', 'di', 'kampus', 'gw', 'yg', 'bisa', 'konversi', 'mbkm', 'ke', 'skripsi', 'bisa', 'dibilang', 'rezeki', 'deh', 'engga', 'penelitian', 'engga', 'sidang']","['ternyata', 'cuma', 'di', 'kampus', 'gw', 'yg', 'bisa', 'konversi', 'mbkm', 'ke', 'skripsi', 'bisa', 'dibilang', 'rezeki', 'deh', 'engga', 'penelitian', 'engga', 'sidang']","['nyata', 'cuma', 'di', 'kampus', 'gw', 'yg', 'bisa', 'konversi', 'mbkm', 'ke', 'skripsi', 'bisa', 'bilang', 'rezeki', 'deh', 'engga', 'teliti', 'engga', 'sidang']"
375,semakin takut ikut mbkm,Negatif,semakin takut ikut mbkm,"['semakin', 'takut', 'ikut', 'mbkm']",<FreqDist with 4 samples and 4 outcomes>,"['semakin', 'takut', 'ikut', 'mbkm']","['semakin', 'takut', 'ikut', 'mbkm']","['makin', 'takut', 'ikut', 'mbkm']"
376,kayanya karna darurat literasi jadi gatau kalo mbkm gabisa dijalanin barengan sama kuliah WKWK dasar bodoh udah lah ,Negatif,kayanya karna darurat literasi jadi gatau kalo mbkm gabisa dijalanin barengan sama kuliah wkwk dasar bodoh udah lah,"['kayanya', 'karna', 'darurat', 'literasi', 'jadi', 'gatau', 'kalo', 'mbkm', 'gabisa', 'dijalanin', 'barengan', 'sama', 'kuliah', 'wkwk', 'dasar', 'bodoh', 'udah', 'lah']",<FreqDist with 18 samples and 18 outcomes>,"['kayanya', 'karna', 'darurat', 'literasi', 'jadi', 'gatau', 'kalo', 'mbkm', 'gabisa', 'dijalanin', 'barengan', 'kuliah', 'dasar', 'bodoh', 'udah', 'lah']","['kayanya', 'karna', 'darurat', 'literasi', 'jadi', 'gatau', 'kalo', 'mbkm', 'gabisa', 'dijalanin', 'barengan', 'kuliah', 'dasar', 'bodoh', 'udah', 'lah']","['kaya', 'karna', 'darurat', 'literasi', 'jadi', 'gatau', 'kalo', 'mbkm', 'gabisa', 'dijalanin', 'bareng', 'kuliah', 'dasar', 'bodoh', 'udah', 'lah']"
377,Minta ke prodi. Sama seperti permintaan surat rekomendasi untuk mbkm tapi eventnya diganti StudiIndependen,Positif,minta ke prodi sama seperti permintaan surat rekomendasi untuk mbkm tapi eventnya diganti studiindependen,"['minta', 'ke', 'prodi', 'sama', 'seperti', 'permintaan', 'surat', 'rekomendasi', 'untuk', 'mbkm', 'tapi', 'eventnya', 'diganti', 'studiindependen']",<FreqDist with 14 samples and 14 outcomes>,"['minta', 'ke', 'prodi', 'seperti', 'permintaan', 'surat', 'rekomendasi', 'untuk', 'mbkm', 'tapi', 'eventnya', 'diganti', 'studiindependen']","['minta', 'ke', 'prodi', 'seperti', 'permintaan', 'surat', 'rekomendasi', 'untuk', 'mbkm', 'tapi', 'eventnya', 'diganti', 'studiindependen']","['minta', 'ke', 'prodi', 'seperti', 'minta', 'surat', 'rekomendasi', 'untuk', 'mbkm', 'tapi', 'eventnya', 'ganti', 'studiindependen']"
378,"Bukannya gamau kuliah offline, kan janjinya kalo ikut MBKM di konversi 20sks kobisa-bisanya malah disuruh kuliah offline",Positif,bukannya gamau kuliah offline kan janjinya kalo ikut mbkm di konversi sks kobisabisanya malah disuruh kuliah offline,"['bukannya', 'gamau', 'kuliah', 'offline', 'kan', 'janjinya', 'kalo', 'ikut', 'mbkm', 'di', 'konversi', 'sks', 'kobisabisanya', 'malah', 'disuruh', 'kuliah', 'offline']",<FreqDist with 15 samples and 17 outcomes>,"['bukannya', 'gamau', 'kuliah', 'offline', 'kan', 'janjinya', 'kalo', 'ikut', 'mbkm', 'di', 'konversi', 'sks', 'kobisabisanya', 'malah', 'disuruh', 'kuliah', 'offline']","['bukannya', 'gamau', 'kuliah', 'offline', 'kan', 'janjinya', 'kalo', 'ikut', 'mbkm', 'di', 'konversi', 'sks', 'kobisabisanya', 'malah', 'disuruh', 'kuliah', 'offline']","['bukan', 'gamau', 'kuliah', 'offline', 'kan', 'janji', 'kalo', 'ikut', 'mbkm', 'di', 'konversi', 'sks', 'kobisabisanya', 'malah', 'suruh', 'kuliah', 'offline']"
379,Ya Allah beneran ini ngga begitu mood mood kuliah pengen magang mbkm tolong ya Allah biar terchallenge aku huhu,Positif,ya allah beneran ini ngga begitu mood mood kuliah pengen magang mbkm tolong ya allah biar terchallenge aku huhu,"['ya', 'allah', 'beneran', 'ini', 'ngga', 'begitu', 'mood', 'mood', 'kuliah', 'pengen', 'magang', 'mbkm', 'tolong', 'ya', 'allah', 'biar', 'terchallenge', 'aku', 'huhu']",<FreqDist with 16 samples and 19 outcomes>,"['allah', 'beneran', 'ngga', 'begitu', 'mood', 'mood', 'kuliah', 'pengen', 'magang', 'mbkm', 'tolong', 'allah', 'terchallenge', 'aku', 'huhu']","['allah', 'beneran', 'ngga', 'begitu', 'mood', 'mood', 'kuliah', 'pengen', 'magang', 'mbkm', 'tolong', 'allah', 'terchallenge', 'aku', 'huhu']","['allah', 'beneran', 'ngga', 'begitu', 'mood', 'mood', 'kuliah', 'ken', 'magang', 'mbkm', 'tolong', 'allah', 'terchallenge', 'aku', 'huhu']"
380,Mahasiswa Fapet Berpartisipasi Program MBKM Semeru Gelombang I,Positif,mahasiswa fapet berpartisipasi program mbkm semeru gelombang ,"['mahasiswa', 'fapet', 'berpartisipasi', 'program', 'mbkm', 'semeru', 'gelombang']",<FreqDist with 7 samples and 7 outcomes>,"['mahasiswa', 'fapet', 'berpartisipasi', 'program', 'mbkm', 'semeru', 'gelombang']","['mahasiswa', 'fapet', 'berpartisipasi', 'program', 'mbkm', 'semeru', 'gelombang']","['mahasiswa', 'fapet', 'partisipasi', 'program', 'mbkm', 'meru', 'gelombang']"
381,"kkn mbkm baru disosialisasi hari ini, dan udah terlihat merusak master plan 2022ku:)",Negatif,kkn mbkm baru disosialisasi hari ini dan udah terlihat merusak master plan ku,"['kkn', 'mbkm', 'baru', 'disosialisasi', 'hari', 'ini', 'dan', 'udah', 'terlihat', 'merusak', 'master', 'plan', 'ku']",<FreqDist with 13 samples and 13 outcomes>,"['kkn', 'mbkm', 'baru', 'disosialisasi', 'hari', 'dan', 'udah', 'terlihat', 'merusak', 'master', 'plan', 'ku']","['kkn', 'mbkm', 'baru', 'disosialisasi', 'hari', 'dan', 'udah', 'terlihat', 'merusak', 'master', 'plan', 'ku']","['kkn', 'mbkm', 'baru', 'sosialisasi', 'hari', 'dan', 'udah', 'lihat', 'rusak', 'master', 'plan', 'ku']"
382,"Apalah dayaku, yang mau ikutan ini itu termasuk mbkm tapi udah pesimis duluan takut jd beban kelompok:))",Negatif,apalah dayaku yang mau ikutan ini itu termasuk mbkm tapi udah pesimis duluan takut jd beban kelompok,"['apalah', 'dayaku', 'yang', 'mau', 'ikutan', 'ini', 'itu', 'termasuk', 'mbkm', 'tapi', 'udah', 'pesimis', 'duluan', 'takut', 'jd', 'beban', 'kelompok']",<FreqDist with 17 samples and 17 outcomes>,"['apalah', 'dayaku', 'mau', 'ikutan', 'itu', 'termasuk', 'mbkm', 'tapi', 'udah', 'pesimis', 'duluan', 'takut', 'beban', 'kelompok']","['apalah', 'dayaku', 'mau', 'ikutan', 'itu', 'termasuk', 'mbkm', 'tapi', 'udah', 'pesimis', 'duluan', 'takut', 'beban', 'kelompok']","['apa', 'daya', 'mau', 'ikut', 'itu', 'masuk', 'mbkm', 'tapi', 'udah', 'pesimis', 'duluan', 'takut', 'beban', 'kelompok']"
383,ekspektasi saya ini sebetulnya tinggi ya untuk program mbkm ini penguji about output gue yg incomplete ,Positif,ekspektasi saya ini sebetulnya tinggi ya untuk program mbkm ini penguji about output gue yg incomplete,"['ekspektasi', 'saya', 'ini', 'sebetulnya', 'tinggi', 'ya', 'untuk', 'program', 'mbkm', 'ini', 'penguji', 'about', 'output', 'gue', 'yg', 'incomplete']",<FreqDist with 15 samples and 16 outcomes>,"['ekspektasi', 'saya', 'sebetulnya', 'tinggi', 'untuk', 'program', 'mbkm', 'penguji', 'about', 'output', 'gue', 'yg', 'incomplete']","['ekspektasi', 'saya', 'sebetulnya', 'tinggi', 'untuk', 'program', 'mbkm', 'penguji', 'about', 'output', 'gue', 'yg', 'incomplete']","['ekspektasi', 'saya', 'betul', 'tinggi', 'untuk', 'program', 'mbkm', 'uji', 'about', 'output', 'gue', 'yg', 'incomplete']"
384,Politeknik Negeri Batam Terapkan MBKM Pembelajaran Berkonsep PBL,Positif,politeknik negeri batam terapkan mbkm pembelajaran berkonsep pbl,"['politeknik', 'negeri', 'batam', 'terapkan', 'mbkm', 'pembelajaran', 'berkonsep', 'pbl']",<FreqDist with 8 samples and 8 outcomes>,"['politeknik', 'negeri', 'batam', 'terapkan', 'mbkm', 'pembelajaran', 'berkonsep', 'pbl']","['politeknik', 'negeri', 'batam', 'terapkan', 'mbkm', 'pembelajaran', 'berkonsep', 'pbl']","['politeknik', 'negeri', 'batam', 'terap', 'mbkm', 'ajar', 'konsep', 'pbl']"
385,GADAA ENAK ENAKNYA MBKM BANGSAT,Negatif,gadaa enak enaknya mbkm bangsat,"['gadaa', 'enak', 'enaknya', 'mbkm', 'bangsat']",<FreqDist with 5 samples and 5 outcomes>,"['gadaa', 'enak', 'enaknya', 'mbkm', 'bangsat']","['gadaa', 'enak', 'enaknya', 'mbkm', 'bangsat']","['gadaa', 'enak', 'enak', 'mbkm', 'bangsat']"
386,"aku semester kemarin, prosesnya ribet banget dan penuh drama mana mbkm lagi. ampun deh engga mau lagi",Negatif,aku semester kemarin prosesnya ribet banget dan penuh drama mana mbkm lagi ampun deh engga mau lagi,"['aku', 'semester', 'kemarin', 'prosesnya', 'ribet', 'banget', 'dan', 'penuh', 'drama', 'mana', 'mbkm', 'lagi', 'ampun', 'deh', 'engga', 'mau', 'lagi']",<FreqDist with 16 samples and 17 outcomes>,"['aku', 'semester', 'kemarin', 'prosesnya', 'ribet', 'dan', 'penuh', 'drama', 'mana', 'mbkm', 'lagi', 'ampun', 'deh', 'engga', 'mau', 'lagi']","['aku', 'semester', 'kemarin', 'prosesnya', 'ribet', 'dan', 'penuh', 'drama', 'mana', 'mbkm', 'lagi', 'ampun', 'deh', 'engga', 'mau', 'lagi']","['aku', 'semester', 'kemarin', 'proses', 'ribet', 'dan', 'penuh', 'drama', 'mana', 'mbkm', 'lagi', 'ampun', 'deh', 'engga', 'mau', 'lagi']"
387,"Ini penyusunan kebijakan magang MBKM di fakultas gimana sih, kok bisa tbtb ada revisi setelah disosialisasikan, tanpa follow up",Positif,ini penyusunan kebijakan magang mbkm di fakultas gimana sih kok bisa tbtb ada revisi setelah disosialisasikan tanpa follow up,"['ini', 'penyusunan', 'kebijakan', 'magang', 'mbkm', 'di', 'fakultas', 'gimana', 'sih', 'kok', 'bisa', 'tbtb', 'ada', 'revisi', 'setelah', 'disosialisasikan', 'tanpa', 'follow', 'up']",<FreqDist with 19 samples and 19 outcomes>,"['penyusunan', 'kebijakan', 'magang', 'mbkm', 'di', 'fakultas', 'gimana', 'kok', 'bisa', 'tbtb', 'ada', 'revisi', 'setelah', 'disosialisasikan', 'tanpa', 'follow', 'up']","['penyusunan', 'kebijakan', 'magang', 'mbkm', 'di', 'fakultas', 'gimana', 'kok', 'bisa', 'tbtb', 'ada', 'revisi', 'setelah', 'disosialisasikan', 'tanpa', 'follow', 'up']","['susun', 'bijak', 'magang', 'mbkm', 'di', 'fakultas', 'gimana', 'kok', 'bisa', 'tbtb', 'ada', 'revisi', 'telah', 'sosialisasi', 'tanpa', 'follow', 'up']"
388,mau ambil mbkm biar engga ujian offline,Positif,mau ambil mbkm biar engga ujian offline,"['mau', 'ambil', 'mbkm', 'biar', 'engga', 'ujian', 'offline']",<FreqDist with 7 samples and 7 outcomes>,"['mau', 'ambil', 'mbkm', 'engga', 'ujian', 'offline']","['mau', 'ambil', 'mbkm', 'engga', 'ujian', 'offline']","['mau', 'ambil', 'mbkm', 'engga', 'uji', 'offline']"
389,"kalo tau prosedur konversi sks dipersulit kayak gini, mending dari awal gausah ikut mbkm",Negatif,kalo tau prosedur konversi sks dipersulit kayak gini mending dari awal gausah ikut mbkm,"['kalo', 'tau', 'prosedur', 'konversi', 'sks', 'dipersulit', 'kayak', 'gini', 'mending', 'dari', 'awal', 'gausah', 'ikut', 'mbkm']",<FreqDist with 14 samples and 14 outcomes>,"['kalo', 'prosedur', 'konversi', 'sks', 'dipersulit', 'kayak', 'gini', 'mending', 'dari', 'awal', 'gausah', 'ikut', 'mbkm']","['kalo', 'prosedur', 'konversi', 'sks', 'dipersulit', 'kayak', 'gini', 'mending', 'dari', 'awal', 'gausah', 'ikut', 'mbkm']","['kalo', 'prosedur', 'konversi', 'sks', 'sulit', 'kayak', 'gin', 'mending', 'dari', 'awal', 'gausah', 'ikut', 'mbkm']"
390,Ini mbkm nilai ga keluar2 anjir mana 6sks,Negatif,ini mbkm nilai ga keluar anjir mana sks,"['ini', 'mbkm', 'nilai', 'ga', 'keluar', 'anjir', 'mana', 'sks']",<FreqDist with 8 samples and 8 outcomes>,"['mbkm', 'nilai', 'keluar', 'anjir', 'mana', 'sks']","['mbkm', 'nilai', 'keluar', 'anjir', 'mana', 'sks']","['mbkm', 'nilai', 'keluar', 'anjir', 'mana', 'sks']"
391,mbkm tai kodok,Negatif,mbkm tai kodok,"['mbkm', 'tai', 'kodok']",<FreqDist with 3 samples and 3 outcomes>,"['mbkm', 'tai', 'kodok']","['mbkm', 'tai', 'kodok']","['mbkm', 'tai', 'kodok']"
392,"Terapkan Program MBKM, UP Gandeng Politeknik Tempo dan Micro Film Academy",Positif,terapkan program mbkm up gandeng politeknik tempo dan micro film academy,"['terapkan', 'program', 'mbkm', 'up', 'gandeng', 'politeknik', 'tempo', 'dan', 'micro', 'film', 'academy']",<FreqDist with 11 samples and 11 outcomes>,"['terapkan', 'program', 'mbkm', 'up', 'gandeng', 'politeknik', 'tempo', 'dan', 'micro', 'film', 'academy']","['terapkan', 'program', 'mbkm', 'up', 'gandeng', 'politeknik', 'tempo', 'dan', 'micro', 'film', 'academy']","['terap', 'program', 'mbkm', 'up', 'gandeng', 'politeknik', 'tempo', 'dan', 'micro', 'film', 'academy']"
393,"Sempet ga pede karna ambil mbkm, ternyata tuhan maha baik, sudah lebih dari cukup ",Positif,sempet ga pede karna ambil mbkm ternyata tuhan maha baik sudah lebih dari cukup,"['sempet', 'ga', 'pede', 'karna', 'ambil', 'mbkm', 'ternyata', 'tuhan', 'maha', 'baik', 'sudah', 'lebih', 'dari', 'cukup']",<FreqDist with 14 samples and 14 outcomes>,"['sempet', 'pede', 'karna', 'ambil', 'mbkm', 'ternyata', 'tuhan', 'maha', 'baik', 'sudah', 'lebih', 'dari']","['sempet', 'pede', 'karna', 'ambil', 'mbkm', 'ternyata', 'tuhan', 'maha', 'baik', 'sudah', 'lebih', 'dari']","['sempet', 'pede', 'karna', 'ambil', 'mbkm', 'nyata', 'tuhan', 'maha', 'baik', 'sudah', 'lebih', 'dari']"
